phase,data,source_kernel,seed,n_train,loo_rmse,loo_mae,loo_mean_lpd,loo_pit_ks,loo_coverage_95,loo_crps,bloo_rmse,bloo_mae,bloo_mean_lpd,bloo_pit_ks,bloo_coverage_95,bloo_crps,bloo_n_blocks,bloo_avg_block_size,lengthscale_error,bloo_set12_rmse,bloo_set12_mae,bloo_set12_mean_lpd,bloo_set12_pit_ks,bloo_set12_coverage_95,bloo_set12_crps,bloo_set12_n_rows,wall_sec,holdout_class,n_test,holdout_rmse,holdout_mae,holdout_mean_lpd,holdout_pit_ks,holdout_coverage_95,holdout_crps,ell_time_blind,max_blind_lengthscale,min_blind_lengthscale,binder_within_ratio,aggregate_within_ratio,ell_time_specific,ell_time_rbf
loco,v5,additive_joint_hamming_nu25_rbf_d2,1,401,,,,,,,,,,,,,,,,,,,,,,,80.11936092376709,0.0,246.0,2957.760551440293,2021.0076067119135,-9.354537839776748,0.18711236525653727,0.9105691313743591,1531.2220714151822,,,,,,,
loco,v5,additive_joint_hamming_nu25_rbf_d2,2,401,,,,,,,,,,,,,,,,,,,,,,,79.83468794822693,0.0,246.0,2957.760551440293,2021.0076067119135,-9.354537839776748,0.18711236525653727,0.9105691313743591,1531.2220714151822,,,,,,,
loco,v5,additive_joint_hamming_rbf_d2,0,498,,,,,,,,,,,,,,,,,,,,,,,84.61007499694824,1.0,149.0,3386.807888053697,2750.324360719158,-9.559747599648396,0.4009563877087854,0.9395973086357117,1933.3975333116102,,,,,,,
loco,v5,additive_joint_hamming_rbf_d2,1,498,,,,,,,,,,,,,,,,,,,,,,,84.00923895835876,1.0,149.0,3386.807888053697,2750.324360719158,-9.559747599648396,0.4009563877087854,0.9395973086357117,1933.3975333116102,,,,,,,
loco,v5,additive_joint_hamming_rbf_d2,2,498,,,,,,,,,,,,,,,,,,,,,,,85.40875601768494,1.0,149.0,3386.807888053697,2750.324360719158,-9.559747599648396,0.4009563877087854,0.9395973086357117,1933.3975333116102,,,,,,,
loco,v5,additive_joint_hamming_nu25_rbf_d2,0,498,,,,,,,,,,,,,,,,,,,,,,,131.57432508468628,1.0,149.0,2830.464970485392,2247.9777266212495,-10.290084119223483,0.408214206874283,0.7315436005592346,1709.5834877241195,,,,,,,
loco,v5,additive_joint_hamming_nu25_rbf_d2,1,498,,,,,,,,,,,,,,,,,,,,,,,145.29713797569275,1.0,149.0,2830.464970485392,2247.9777266212495,-10.290084119223483,0.408214206874283,0.7315436005592346,1709.5834877241195,,,,,,,
loco,v5,additive_joint_hamming_nu25_rbf_d2,2,498,,,,,,,,,,,,,,,,,,,,,,,163.7443072795868,1.0,149.0,2830.464970485392,2247.9777266212495,-10.290084119223483,0.408214206874283,0.7315436005592346,1709.5834877241195,,,,,,,
loco,v5,additive_joint_hamming_rbf_d2,0,395,,,,,,,,,,,,,,,,,,,,,,,158.18190002441406,2.0,252.0,1235.3498282197202,1016.1966431263464,-8.885802021646253,0.3046373627703565,1.0,826.3517937708774,,,,,,,
loco,v5,additive_joint_hamming_rbf_d2,1,395,,,,,,,,,,,,,,,,,,,,,,,158.71995496749878,2.0,252.0,1235.3498282197202,1016.1966431263464,-8.885802021646253,0.3046373627703565,1.0,826.3517937708774,,,,,,,
loco,v5,additive_joint_hamming_rbf_d2,2,395,,,,,,,,,,,,,,,,,,,,,,,171.06572818756104,2.0,252.0,1235.3498282197202,1016.1966431263464,-8.885802021646253,0.3046373627703565,1.0,826.3517937708774,,,,,,,
loco,v5,additive_joint_hamming_nu25_rbf_d2,0,395,,,,,,,,,,,,,,,,,,,,,,,143.5868079662323,2.0,252.0,887.6881728745718,706.3227771927006,-8.630410975074469,0.2373796265588208,1.0,622.7614049422058,,,,,,,
loco,v5,additive_joint_hamming_nu25_rbf_d2,1,395,,,,,,,,,,,,,,,,,,,,,,,145.78345227241516,2.0,252.0,887.6881728745718,706.3227771927006,-8.630410975074469,0.2373796265588208,1.0,622.7614049422058,,,,,,,
loco,v5,additive_joint_hamming_nu25_rbf_d2,2,395,,,,,,,,,,,,,,,,,,,,,,,146.0333230495453,2.0,252.0,887.6881728745718,706.3227771927006,-8.630410975074469,0.2373796265588208,1.0,622.7614049422058,,,,,,,
in_distribution,v5_drop_m61,joint_hamming_matern_drop_m61,0,643,462.4483725362128,326.11244710006036,-7.501062476888012,0.07296849242867709,0.9315707683563232,243.03769558161892,718.8097059709421,546.4524569337995,-8.042211849070455,0.029373709639250012,0.9284603595733643,404.0479778590097,144.0,4.465277777777778,,839.1290601614913,653.4127119894144,-8.315062922166746,0.04083691957668356,0.9130434989929199,489.2576456725718,391.0,77.36107897758484,,,,,,,,,56.95551839038122,56.95551839038122,0.06852833526161663,1.0000020358444475,1.0000021346530539,5.675765175936435,154.26488787570457
in_distribution,v5_drop_m61,joint_hamming_matern_drop_m61,1,643,462.4483725362128,326.11244710006036,-7.501062476888012,0.07296849242867709,0.9315707683563232,243.03769558161892,718.8097059709421,546.4524569337995,-8.042211849070455,0.029373709639250012,0.9284603595733643,404.0479778590097,144.0,4.465277777777778,,839.1290601614913,653.4127119894144,-8.315062922166746,0.04083691957668356,0.9130434989929199,489.2576456725718,391.0,75.72015166282654,,,,,,,,,56.95551839038122,56.95551839038122,0.06852833526161663,1.0000020358444475,1.0000021346530539,5.675765175936435,154.26488787570457
in_distribution,v5_drop_m61,joint_hamming_matern_drop_m61,2,643,462.4483725362128,326.11244710006036,-7.501062476888012,0.07296849242867709,0.9315707683563232,243.03769558161892,718.8097059709421,546.4524569337995,-8.042211849070455,0.029373709639250012,0.9284603595733643,404.0479778590097,144.0,4.465277777777778,,839.1290601614913,653.4127119894144,-8.315062922166746,0.04083691957668356,0.9130434989929199,489.2576456725718,391.0,76.49628496170044,,,,,,,,,56.95551839038122,56.95551839038122,0.06852833526161663,1.0000020358444475,1.0000021346530539,5.675765175936435,154.26488787570457
loco,v5_drop_m61,joint_hamming_matern_drop_m61,0,401,,,,,,,,,,,,,,,,,,,,,,,77.13001585006714,0.0,242.0,2873.4747736146223,2410.8106273239077,-9.811313967388337,0.2231616034082501,1.0,2028.8368649961728,,,,,,,
loco,v5_drop_m61,joint_hamming_matern_drop_m61,1,401,,,,,,,,,,,,,,,,,,,,,,,75.54909300804138,0.0,242.0,2873.4747736146223,2410.8106273239077,-9.811313967388337,0.2231616034082501,1.0,2028.8368649961728,,,,,,,
loco,v5_drop_m61,joint_hamming_matern_drop_m61,2,401,,,,,,,,,,,,,,,,,,,,,,,74.08140325546265,0.0,242.0,2873.4747736146223,2410.8106273239077,-9.811313967388337,0.2231616034082501,1.0,2028.8368649961728,,,,,,,
loco,v5_drop_m61,joint_hamming_matern_drop_m61,0,494,,,,,,,,,,,,,,,,,,,,,,,73.06046295166016,1.0,149.0,2805.1602549381546,2182.5315339552662,-10.088078286068285,0.4035671100637855,0.718120813369751,1660.0258989530937,,,,,,,
loco,v5_drop_m61,joint_hamming_matern_drop_m61,1,494,,,,,,,,,,,,,,,,,,,,,,,71.60809707641602,1.0,149.0,2805.1602549381546,2182.5315339552662,-10.088078286068285,0.4035671100637855,0.718120813369751,1660.0258989530937,,,,,,,
loco,v5_drop_m61,joint_hamming_matern_drop_m61,2,494,,,,,,,,,,,,,,,,,,,,,,,69.70802688598633,1.0,149.0,2805.1602549381546,2182.5315339552662,-10.088078286068285,0.4035671100637855,0.718120813369751,1660.0258989530937,,,,,,,
loco,v5_drop_m61,joint_hamming_matern_drop_m61,0,391,,,,,,,,,,,,,,,,,,,,,,,40.07234287261963,2.0,252.0,1250.8401743318232,1006.0395199981286,-8.700844756432346,0.3032588374491041,1.0,750.1574580010275,,,,,,,
loco,v5_drop_m61,joint_hamming_matern_drop_m61,1,391,,,,,,,,,,,,,,,,,,,,,,,39.1157648563385,2.0,252.0,1250.8401743318232,1006.0395199981286,-8.700844756432346,0.3032588374491041,1.0,750.1574580010275,,,,,,,
loco,v5_drop_m61,joint_hamming_matern_drop_m61,2,391,,,,,,,,,,,,,,,,,,,,,,,38.61891508102417,2.0,252.0,1250.8401743318232,1006.0395199981286,-8.700844756432346,0.3032588374491041,1.0,750.1574580010275,,,,,,,
